,Brand,Bike Model,Model Year,Price (Rs),Finance_Available(Yes/No),City,State
294,Suzuki,Suzuki Intruder 150,2017.0,50000.0,Yes,Ahmedabad, Gujarat
295,TVS,TVS Apache RTR 160 4V Special Edition,2022.0,100000.0,Yes,"BTM Layout, Bangalore", Karnataka
296,Husqvarna,Husqvarna Svartpilen 401 2024,2024.0,300000.0,Yes,Madurai, Tamil Nadu
297,Honda,Honda Unicorn,2016.0,30000.0,Yes,Hyderabad, Telangana
298,Bajaj,Bajaj Avenger,2015.0,45000.0,Yes,Bangalore, Karnataka
299,Bajaj,Bajaj Dominar 400 ABS BS6,2022.0,210000.0,Yes,Bangalore, Karnataka
300,TVS,TVS Jupiter,2015.0,28000.0,Yes,Bangalore, Karnataka
301,Hero,Hero Xtreme 160R,2023.0,85000.0,Yes,Anand, Gujarat
302,TVS,TVS Jupiter,2017.0,40000.0,Yes,Kolkata, West Bengal
304,Honda,Honda Shine 100,2024.0,55000.0,Yes,"Chembur, Mumbai", Maharashtra
305,Royal Enfield,Royal Enfield Bullet 350,1998.0,110000.0,Yes,Chennai, Tamil Nadu
306,Royal Enfield,Royal Enfield Thunderbird 350,2015.0,75000.0,Yes,"Anna Nagar, Chennai", Tamil Nadu
307,Hero,Hero CD 100,1999.0,12000.0,Yes,Vadodara, Gujarat
308,TVS,TVS Raider iGO,2024.0,80000.0,Yes,Allahabad, Uttar Pradesh
309,Ola Electric,Ola S1 Pro,2022.0,110000.0,Yes,Kozhikode, Kerala
310,Bajaj,Bajaj Avenger Cruise 220,2018.0,60000.0,Yes,"Sholinganallur, Chennai", Tamil Nadu
311,Royal Enfield,Royal Enfield Scram 411,2023.0,195000.0,Yes,Hyderabad, Telangana
312,Royal Enfield,Royal Enfield Continental GT 535,2014.0,70000.0,Yes,"Pimpri-Chinchwad, Pune", Maharashtra
313,TVS,TVS Apache RTR 160 4V,2018.0,60000.0,Yes,"Adra, Purulia", West Bengal
314,Jawa,Jawa 42 Dual Channel ABS AllStar Black,2021.0,120000.0,Yes,Pune, Maharashtra
315,Yamaha,Yamaha YZF R15 V2,2016.0,60000.0,Yes,Rewa, Madhya Pradesh
316,Honda,Honda CB300F Flex-Fuel,2025.0,169000.0,Yes,Mumbai, Maharashtra
317,Hero,Hero Splendor Plus,2017.0,45000.0,Yes,Karnal, Haryana
319,Honda,Honda Activa,2013.0,35000.0,Yes,"Whitefield, Bangalore", Karnataka
320,Suzuki,Suzuki Gixxer 150,2016.0,50000.0,Yes,"Whitefield, Bangalore", Karnataka
321,Royal Enfield,Royal Enfield Hunter 350 Metro,2023.0,180000.0,Yes,Chikballapur, Karnataka
322,Royal Enfield,Royal Enfield Classic 350 Dual Channel BS6,2021.0,150000.0,Yes,"Mariahu, Jaunpur", Uttar Pradesh
323,Hero,Hero Xtreme 160R 4V 2024,2025.0,120000.0,Yes,"Sohna, Gurgaon", Haryana
324,TVS,TVS Apache RTR 160,2023.0,110000.0,Yes,"Bannerghatta Road, Bangalore", Karnataka
325,TVS,TVS Apache RTR 180,2014.0,27000.0,Yes,"Electronic City, Bangalore", Karnataka
326,Ampere Electric,Ampere Reo Li,2018.0,19000.0,Yes,"Bhuvanagiri, Cuddalore", Tamil Nadu
327,Suzuki,Suzuki Intruder 150,2018.0,45000.0,Yes,Bangalore, Karnataka
328,Jawa,Jawa 42 Bobber Black Mirror,2023.0,200000.0,Yes,Ghaziabad, Uttar Pradesh
329,Royal Enfield,Royal Enfield Classic 350 Dual Channel BS6,2021.0,165000.0,Yes,"Kaduthuruthy, Kottayam", Kerala
330,Royal Enfield,Royal Enfield Thunderbird 500,2018.0,150000.0,Yes,Bangalore, Karnataka
331,TVS,TVS Apache RTR 160,2011.0,24000.0,Yes,Bangalore, Karnataka
332,Bajaj,Bajaj Pulsar NS200,2017.0,75000.0,Yes,"Banashankari, Bangalore", Karnataka
333,Royal Enfield,Royal Enfield Classic Desert Storm,2014.0,95000.0,Yes,Gurgaon, Haryana
334,TVS,TVS Apache RR 310,2019.0,160000.0,Yes,"Dombivli, Thane", Maharashtra
335,Yamaha,Yamaha FZ-S FI V3 BS6,2021.0,70000.0,Yes,Howrah, West Bengal
336,Royal Enfield,Royal Enfield Bullet Standard 350,2020.0,110000.0,Yes,Hosur, Tamil Nadu
337,Bajaj,Bajaj Platina 100,2008.0,15000.0,Yes,New Delhi, Delhi
338,KUOTA,KUOTA KALIBUR,2007.0,90000.0,Yes,Hyderabad, Telangana
339,Royal Enfield,Royal Enfield Hunter 350 Metro,2022.0,90000.0,Yes,"Hinjewadi, Pune", Maharashtra
340,Royal Enfield,Royal Enfield Bear 650,2025.0,380000.0,Yes,Bhopal, Madhya Pradesh
341,KTM,KTM Duke 200 2024,2025.0,200000.0,Yes,"Chakan, Pune", Maharashtra
342,Yamaha,Yamaha MT-15 Ver 2.0,2022.0,140000.0,Yes,Ahmednagar, Maharashtra
343,Bajaj,Bajaj Pulsar 220 DTSFi,2013.0,59000.0,Yes,"Marathahalli, Bangalore", Karnataka
344,Jawa,Jawa Perak BS6,2020.0,135000.0,Yes,Meerut, Uttar Pradesh
346,Triumph,Triumph Speed T4,2024.0,225000.0,Yes,Bhopal, Madhya Pradesh
347,Royal Enfield,Royal Enfield Himalayan,2016.0,80000.0,Yes,North 24 Parganas, West Bengal
348,Yamaha,Yamaha FZ-X,2025.0,130000.0,Yes,"Pharenda, Maharajganj", Uttar Pradesh
349,KTM,KTM RC 200,2018.0,127000.0,Yes,Pratapgarh, Rajasthan
350,Honda,Honda Activa,2013.0,20000.0,Yes,"Pitampura, North West Delhi", Delhi
351,Hero,Hero Pleasure,2016.0,30000.0,Yes,Jamshedpur, Jharkhand
352,Bajaj,Bajaj Chetak Premium Standard,2024.0,110000.0,Yes,Bhopal, Madhya Pradesh
353,Hero,Hero,2011.0,20000.0,Yes,"Chembur, Mumbai", Maharashtra
354,KTM,KTM RC 390,2018.0,120000.0,Yes,"Najafgarh, South West Delhi", Delhi
355,Jawa,Jawa Jawa,2020.0,110000.0,Yes,"Barasat, North 24 Parganas", West Bengal
356,Hero,Hero Splendor Plus BS6,2024.0,70000.0,Yes,"Shirpur, Dhule", Maharashtra
357,Hero,Hero Xtreme 125R,2025.0,95000.0,Yes,Chhatarpur, Madhya Pradesh
358,Bajaj,Bajaj Avenger Street 160,2019.0,35000.0,Yes,"Pimpri-Chinchwad, Pune", Maharashtra
359,Yamaha,Yamaha FZ-S FI V3,2019.0,63000.0,Yes,"Nambiyur, Erode", Tamil Nadu
360,Yamaha,Yamaha YZF R15 S,2017.0,55000.0,Yes,Pune, Maharashtra
361,Triumph,Triumph Speed 400,2024.0,230000.0,Yes,New Delhi, Delhi
362,Bajaj,Bajaj Pulsar NS400Z,2025.0,210000.0,Yes,Tirupur, Tamil Nadu
363,Royal Enfield,Royal Enfield Super Meteor 650,2024.0,420000.0,Yes,"Hoskote, Bangalore", Karnataka
365,Royal Enfield,Royal Enfield Himalayan 450,2024.0,320000.0,Yes,"Ameerpet, Hyderabad", Telangana
366,Honda,Honda Activa 4G,2017.0,30000.0,Yes,Kolkata, West Bengal
367,Royal Enfield,Royal Enfield Bullet Electra,2003.0,50000.0,Yes,Mumbai, Maharashtra
368,Yamaha,Yamaha R15M,2023.0,140000.0,Yes,New Delhi, Delhi
369,TVS,TVS Jupiter 125 SmartXonnect,2025.0,90000.0,Yes,"Badshahpur, Gurgaon", Haryana
370,Ola Electric,Ola S1 Air,2022.0,72000.0,Yes,"Electronic City, Bangalore", Karnataka
371,Jawa,Jawa 42 Bobber Dual Channel ABS,2020.0,85000.0,Yes,Salem, Tamil Nadu
372,Hero Cycles,Bicycle Schnell,2022.0,18000.0,No,"Velachery, Chennai", Tamil Nadu
373,Bajaj,Bajaj Pulsar NS125 BS6,2025.0,100000.0,Yes,"Noida, Gautam Buddha Nagar", Uttar Pradesh
374,Revolt Motors,Revolt RV400 Stealth Black Limited Edition,2023.0,80000.0,Yes,"Dammaiguda, Medchal-Malkajgiri", Telangana
375,Yamaha,Yamaha MT-15,2023.0,120000.0,Yes,Noida, Uttar Pradesh
376,TVS,TVS Raider 125,2023.0,65000.0,Yes,Jabalpur, Madhya Pradesh
377,Honda,Honda Hornet 2.0,2020.0,80000.0,Yes,"Electronic City, Bangalore", Karnataka
378,Honda,Honda Activa 6G Dlx,2023.0,68000.0,Yes,Faridabad, Haryana
379,Royal Enfield,Royal Enfield Classic 350 Dual Channel BS6,2022.0,190000.0,Yes,Pondicherry, Pondicherry
380,Royal Enfield,Royal Enfield Bullet 350,2019.0,145000.0,Yes,Ballia, Uttar Pradesh
381,TVS,TVS Wego,2014.0,25000.0,Yes,New Delhi, Delhi
383,Suzuki,Suzuki Gixxer SF,2015.0,25000.0,Yes,Thane, Maharashtra
384,Vespa,Vespa VXL 125,2013.0,52000.0,Yes,Chennai, Tamil Nadu
385,Bajaj,Bajaj Avenger Street 150,2016.0,42000.0,Yes,Lucknow, Uttar Pradesh
386,Husqvarna,Husqvarna Vitpilen 250 2020,2020.0,155000.0,Yes,Ahmedabad, Gujarat
387,Bajaj,Bajaj Avenger Street 160,2016.0,55000.0,Yes,New Delhi, Delhi
388,Bajaj,Bajaj Pulsar RS 200 BS6,2022.0,180000.0,Yes,Belgaum, Karnataka
389,Jawa,Jawa forty two,2020.0,135000.0,Yes,"Dwarka, South West Delhi", Delhi
390,Royal Enfield,Royal Enfield Classic 350,2023.0,165000.0,Yes,Kolkata, West Bengal
391,Jawa,Jawa 42 FJ,2025.0,185000.0,Yes,East Delhi, Delhi
393,Yamaha,Yamaha Fascino,2016.0,35000.0,Yes,Bangalore, Karnataka
394,Hero,Hero Destini 125,2024.0,70000.0,Yes,"Electronic City, Bangalore", Karnataka
395,TVS,TVS Jupiter,2017.0,40000.0,Yes,"HSR Layout, Bangalore", Karnataka
396,Bajaj,Bajaj Freedom 125 NG04 Drum,2024.0,65000.0,Yes,"Phulwari Sharif, Patna", Bihar
397,Hero,Hero Xtreme Sports,2016.0,25000.0,Yes,"Mughalsarai, Chandauli", Uttar Pradesh
398,Harley,Harley Davidson X440 Vivid,2023.0,225000.0,Yes,"Whitefield, Bangalore", Karnataka
399,Suzuki,Suzuki Gixxer SF 250 BS6,2024.0,180000.0,Yes,Vadodara, Gujarat
400,Honda,Honda CB Shine,2013.0,28999.0,Yes,Ratlam, Madhya Pradesh
401,Hero,Hero Passion Pro BS6,2021.0,58000.0,Yes,"Chakeri, Kanpur", Uttar Pradesh
402,Royal Enfield,Royal Enfield Classic 350,2015.0,85000.0,Yes,Mandi, Himachal Pradesh
403,TVS,TVS Jupiter 125,2022.0,80000.0,Yes,"Ameerpet, Hyderabad", Telangana
404,Revolt Motors,Revolt RV 400,2020.0,60000.0,Yes,Coimbatore, Tamil Nadu
405,KTM,KTM Duke 390 2022,2022.0,250000.0,Yes,Lucknow, Uttar Pradesh
406,WaltX,WaltX Spark Spark 7,2023.0,40000.0,Yes,Lucknow, Uttar Pradesh
407,Ola Electric,Ola S1,2023.0,90000.0,Yes,"Banashankari, Bangalore", Karnataka
408,Bajaj,Bajaj Avenger Street 150,2018.0,38000.0,Yes,Ahmedabad, Gujarat
409,BMW,BMW G 310 RR,2023.0,220000.0,Yes,"Shibpur, Howrah", West Bengal
410,Yamaha,Yamaha Aerox 155,2024.0,130000.0,Yes,Noida, Uttar Pradesh
412,Suzuki,Suzuki Gixxer SF 250 BS6,2023.0,172000.0,Yes,Thane, Maharashtra
413,Royal Enfield,Royal Enfield Continental GT 535,2017.0,110000.0,Yes,"Dombivli, Thane", Maharashtra
414,Hero,Hero Achiever,2020.0,45000.0,Yes,Varanasi, Uttar Pradesh
415,Bajaj,Bajaj Pulsar 150 DTSi,2021.0,90000.0,Yes,Thane, Maharashtra
416,Bajaj,Bajaj Avenger 220 DTS-i,2013.0,55000.0,Yes,Chennai, Tamil Nadu
417,Yamaha,Yamaha MT-15,2024.0,160000.0,Yes,Mumbai, Maharashtra
418,TVS,TVS Sport BS6,2022.0,40000.0,Yes,Gandhinagar, Gujarat
419,Royal Enfield,Royal Enfield Continental GT 650 Twin,2020.0,280000.0,Yes,Tirupati, Andhra Pradesh
420,Yezdi,Yezdi Roadster Dual Tone,2024.0,145000.0,Yes,Coimbatore, Tamil Nadu
421,Honda,Honda CB Trigger,2014.0,45000.0,Yes,"Narkatiaganj, West Champaran", Bihar
422,Honda,Honda Hness CB350 DLX Pro,2024.0,180000.0,Yes,Lucknow, Uttar Pradesh
423,Royal Enfield,Royal Enfield Meteor 350 Stellar,2021.0,160000.0,Yes,Pondicherry, Pondicherry
424,Bajaj,Bajaj Pulsar NS 160,2019.0,55000.0,Yes,Bhopal, Madhya Pradesh
425,Yamaha,Yamaha Alpha,2015.0,25000.0,Yes,Cuddalore, Tamil Nadu
426,Royal Enfield,Royal Enfield Classic 350,2014.0,135000.0,Yes,Gorakhpur, Uttar Pradesh
427,Royal Enfield,Royal Enfield Guerrilla 450,2024.0,250000.0,Yes,Hanumangarh, Rajasthan
428,Honda,Honda Activa 4G,2015.0,40000.0,Yes,"Berasia, Bhopal", Madhya Pradesh
429,Royal Enfield,Royal Enfield Classic Signals Airborne Blue,2019.0,180000.0,Yes,Indore, Madhya Pradesh
430,Royal Enfield,Royal Enfield Thunderbird 350,2015.0,100000.0,Yes,Pune, Maharashtra
431,Royal Enfield,Royal Enfield Scram 411,2022.0,218000.0,Yes,Indore, Madhya Pradesh
432,Honda,Honda Unicorn Dazzler,2012.0,15000.0,Yes,Tirupati, Andhra Pradesh
433,Yamaha,Yamaha Fascino,2017.0,35000.0,Yes,Jaipur, Rajasthan
435,Suzuki,Suzuki Access 125 CBS,2020.0,60000.0,Yes,Tiruchirappalli, Tamil Nadu
436,Yezdi,Yezdi Roadster Dark,2022.0,170000.0,Yes,Navi Mumbai, Maharashtra
437,Bajaj,Bajaj Pulsar 150 DTSi,2013.0,30000.0,Yes,"Baramati, Pune", Maharashtra
438,Hero,Hero Maestro Edge 110 BS6,2018.0,43000.0,Yes,Noida, Uttar Pradesh
439,Hero,Hero Pleasure Plus BS6,2019.0,55000.0,Yes,Pimpri-Chinchwad, Maharashtra
440,Bajaj,Bajaj Avenger Cruise 220,2021.0,120000.0,Yes,Bhagalpur, Bihar
441,Royal Enfield,Royal Enfield Scram 411,2022.0,180000.0,Yes,"Kandivali, Mumbai", Maharashtra
442,Ducati,Ducati Multistrada 950,2017.0,1000000.0,Yes,"Rajajinagar, Bangalore", Karnataka
443,Jawa,Jawa 42 Dual Channel ABS AllStar Black,2022.0,150000.0,Yes,"Ameerpet, Hyderabad", Telangana
444,Bajaj,Bajaj Dominar 400 ABS BS6,2018.0,120000.0,Yes,West Delhi, Delhi
446,Honda,Honda Activa 3G,2015.0,20500.0,Yes,South Delhi, Delhi
447,Bajaj,Bajaj Avenger 220 DTS-i,2012.0,22000.0,Yes,"Sholinganallur, Chennai", Tamil Nadu
448,Yamaha,Yamaha YZF R15 V3,2022.0,110000.0,Yes,Faridabad, Haryana
449,Harley,Harley Davidson Street 750,2015.0,260000.0,Yes,"Wakad, Pune", Maharashtra
450,Suzuki,Suzuki Gixxer SF,2015.0,45000.0,Yes,Khammam, Telangana
451,TVS,TVS Apache RTR 200 4V ABS,2017.0,80000.0,Yes,Chandrapur, Maharashtra
452,Royal Enfield,Royal Enfield Interceptor 650 Twin,2022.0,270000.0,Yes,Khammam, Telangana
454,Honda,Honda CBF Stunner,2010.0,12000.0,Yes,Bangalore, Karnataka
455,Jawa,Jawa forty two BS6,2020.0,140000.0,Yes,"Sholinganallur, Chennai", Tamil Nadu
456,Bajaj,Bajaj Dominar 400 Disc,2020.0,160000.0,Yes,Sambalpur, Orissa
457,Honda,Honda Hness CB350 DLX Pro,2022.0,160000.0,Yes,Panchkula, Haryana
458,Ola Electric,Ola S1 Pro Gen2,2024.0,99500.0,Yes,Mumbai, Maharashtra
459,BMW,BMW G 310 GS,2021.0,250000.0,Yes,"Sion, Mumbai", Maharashtra
461,TVS,TVS NTORQ 125,2019.0,40000.0,Yes,Kolkata, West Bengal
462,Yamaha,Yamaha FZ-X,2024.0,130000.0,Yes,"Marthandam, Kanyakumari", Tamil Nadu
464,Hero,Hero Glamour PGM Fi,2015.0,55000.0,Yes,Ranchi, Jharkhand
465,Jawa,Jawa forty two,2019.0,110000.0,Yes,Thane, Maharashtra
466,Hero,Hero Splendor iSmart,2017.0,35000.0,Yes,Allahabad, Uttar Pradesh
467,Jawa,Jawa 42 Dual Channel ABS AllStar Black,2022.0,150000.0,Yes,New Delhi, Delhi
468,Yamaha,Yamaha Fazer,2011.0,40000.0,Yes,"Shaikpet, Hyderabad", Telangana
469,Aprilia,Aprilia SR 160,2022.0,59999.0,Yes,Kolkata, West Bengal
470,Royal Enfield,Royal Enfield Classic 350,2016.0,140000.0,Yes,Nashik, Maharashtra
471,Honda,Honda Activa 5G,2020.0,60000.0,Yes,"Ulhasnagar, Thane", Maharashtra
472,Royal Enfield,Royal Enfield Hunter 350 Metro,2023.0,150000.0,Yes,Surat, Gujarat
473,Honda,Honda SP125,2021.0,73000.0,Yes,"Armoor, Nizamabad", Telangana
474,Yamaha,Yamaha Fazer,2011.0,45000.0,Yes,Bhopal, Madhya Pradesh
475,TVS,TVS Jupiter 125,2025.0,99000.0,Yes,Tiruchirappalli, Tamil Nadu
476,Bajaj,Bajaj Discover 100 DTS-Si,2011.0,22000.0,Yes,Indore, Madhya Pradesh
477,Royal Enfield,Royal Enfield Thunderbird 350,2016.0,110500.0,Yes,Pimpri-Chinchwad, Maharashtra
478,Royal Enfield,Royal Enfield Himalayan 2021,2021.0,250000.0,Yes,Bangalore, Karnataka
479,KTM,KTM Duke 200 ABS,2020.0,165000.0,Yes,Hyderabad, Telangana
480,Yezdi,Yezdi Adventure Matte,2022.0,225000.0,Yes,"Kankavli, Sindhudurg", Maharashtra
481,Bajaj,Bajaj Pulsar NS400Z,2024.0,195000.0,Yes,Gurgaon, Haryana
482,Odysse Electric,Odysse Hawk Plus,2021.0,45000.0,Yes,"Borivali, Mumbai", Maharashtra
483,Yamaha,Yamaha R15M,2022.0,155000.0,Yes,Bangalore, Karnataka
